date,title,slug,url,type,source,status,ok,response
2026-07-01T10:39:37,Purchasing Manager,purchasing-manager,https://outreachrecruitment.net/jobs/purchasing-manager,URL_UPDATED,auto_fix_added,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/purchasing-manager""
  }
}
"
2026-07-01T10:39:37,Crew Concierge,crew-concierge,https://outreachrecruitment.net/jobs/crew-concierge,URL_UPDATED,auto_fix_added,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/crew-concierge""
  }
}
"
2026-07-01T10:39:37,Quality Engineer,quality-engineer,https://outreachrecruitment.net/jobs/quality-engineer,URL_UPDATED,auto_fix_added,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/quality-engineer""
  }
}
"
2026-07-01T10:39:37,"Fleet, Tools and Facility Manager",fleet-tools-and-facility-manager,https://outreachrecruitment.net/jobs/fleet-tools-and-facility-manager,URL_UPDATED,auto_fix_added,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/fleet-tools-and-facility-manager""
  }
}
"
2026-07-01T10:39:37,Payables Finance Executive,payables-finance-executive,https://outreachrecruitment.net/jobs/payables-finance-executive,URL_UPDATED,auto_fix_added,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/payables-finance-executive""
  }
}
"
2026-07-01T10:39:37,Marine Turner,marine-turner,https://outreachrecruitment.net/jobs/marine-turner,URL_UPDATED,auto_fix_added,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/marine-turner""
  }
}
"
2026-07-01T10:39:37,Marine Mechanical Foreman,marine-mechanical-foreman,https://outreachrecruitment.net/jobs/marine-mechanical-foreman,URL_UPDATED,auto_fix_added,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/marine-mechanical-foreman""
  }
}
"
2026-07-01T10:39:37,Plate Shop Foreman,plate-shop-foreman,https://outreachrecruitment.net/jobs/plate-shop-foreman,URL_UPDATED,auto_fix_added,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/plate-shop-foreman""
  }
}
"
2026-07-01T10:39:37,Administration Specialist,administration-specialist,https://outreachrecruitment.net/jobs/administration-specialist,URL_UPDATED,auto_fix_added,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/administration-specialist""
  }
}
"
2026-07-01T10:39:37,Project Manager,project-manager-2,https://outreachrecruitment.net/jobs/project-manager-2,URL_UPDATED,auto_fix_added,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/project-manager-2""
  }
}
"
2026-07-01T10:39:37,Account Manager,account-manager-2,https://outreachrecruitment.net/jobs/account-manager-2,URL_UPDATED,auto_fix_added,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/account-manager-2""
  }
}
"
2026-07-06T09:54:14,Shop Assistant,shop-assistant-safi-and-tarxien,https://outreachrecruitment.net/jobs/shop-assistant-safi-and-tarxien,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/shop-assistant-safi-and-tarxien""
  }
}
"
2026-07-09T09:23:44,F&B Shift Leader,fb-shift-leader,https://outreachrecruitment.net/jobs/fb-shift-leader,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/fb-shift-leader""
  }
}
"
2026-07-09T09:38:14,Sales Shift Manager,sales-shift-manager,https://outreachrecruitment.net/jobs/sales-shift-manager,URL_UPDATED,manual_rich_results_resubmit,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/sales-shift-manager""
  }
}
"
2026-07-09T09:38:14,Sous Chef,sous-chef,https://outreachrecruitment.net/jobs/sous-chef,URL_UPDATED,manual_rich_results_resubmit,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/sous-chef""
  }
}
"
2026-07-09T09:38:14,Sales Representative in Renewables,sales-representative-in-renewables,https://outreachrecruitment.net/jobs/sales-representative-in-renewables,URL_UPDATED,manual_rich_results_resubmit,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/sales-representative-in-renewables""
  }
}
"
2026-07-09T09:38:14,Maintenance Technician,maintenance-technician-electrical-licence-a-or-b,https://outreachrecruitment.net/jobs/maintenance-technician-electrical-licence-a-or-b,URL_UPDATED,manual_rich_results_resubmit,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/maintenance-technician-electrical-licence-a-or-b""
  }
}
"
2026-07-09T09:38:14,Showroom Sales Executive,showroom-sales-executive,https://outreachrecruitment.net/jobs/showroom-sales-executive,URL_UPDATED,manual_rich_results_resubmit,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/showroom-sales-executive""
  }
}
"
2026-07-09T09:38:14,Quantity Surveyor,quantity-surveyor,https://outreachrecruitment.net/jobs/quantity-surveyor,URL_UPDATED,manual_rich_results_resubmit,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/quantity-surveyor""
  }
}
"
2026-07-09T09:38:14,QA Manager - Construction,qa-manager-construction,https://outreachrecruitment.net/jobs/qa-manager-construction,URL_UPDATED,manual_rich_results_resubmit,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/qa-manager-construction""
  }
}
"
2026-07-09T09:38:14,Cost Controller,cost-controller,https://outreachrecruitment.net/jobs/cost-controller,URL_UPDATED,manual_rich_results_resubmit,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/cost-controller""
  }
}
"
2026-07-09T09:38:14,Barista,barista-3,https://outreachrecruitment.net/jobs/barista-3,URL_UPDATED,manual_rich_results_resubmit,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/barista-3""
  }
}
"
2026-07-12T09:11:13,Guest Service Agent,guest-service-agent,https://outreachrecruitment.net/jobs/guest-service-agent,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/guest-service-agent""
  }
}
"
2026-07-13T09:05:03,Driver – Category C License,driver-malta-c-license,https://outreachrecruitment.net/jobs/driver-malta-c-license,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/driver-malta-c-license""
  }
}
"
2026-07-24T09:29:46,Customer Care Team Leader,customer-care-team-leader,https://outreachrecruitment.net/jobs/customer-care-team-leader,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/customer-care-team-leader""
  }
}
"
2026-07-24T09:29:46,Customer Care Agent,customer-care-agent,https://outreachrecruitment.net/jobs/customer-care-agent,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/customer-care-agent""
  }
}
"
2026-07-24T09:29:46,Account Manager,account-manager,https://outreachrecruitment.net/jobs/account-manager,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/account-manager""
  }
}
"
2026-07-24T09:29:46,Sales Representative in Renewables,sales-representative-in-renewables,https://outreachrecruitment.net/jobs/sales-representative-in-renewables,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/sales-representative-in-renewables""
  }
}
"
2026-07-24T09:29:46,HVAC Project Manager,hvac-project-manager,https://outreachrecruitment.net/jobs/hvac-project-manager,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/hvac-project-manager""
  }
}
"
2026-07-24T09:29:46,HVAC Sales Representative,hvac-sales-representative,https://outreachrecruitment.net/jobs/hvac-sales-representative,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/hvac-sales-representative""
  }
}
"
2026-07-24T09:29:46,Maintenance Technician - Electrical Licence A or B),maintenance-technician-electrical-licence-a-or-b,https://outreachrecruitment.net/jobs/maintenance-technician-electrical-licence-a-or-b,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/maintenance-technician-electrical-licence-a-or-b""
  }
}
"
2026-07-24T09:29:46,Sales Executive,sales-executive-3,https://outreachrecruitment.net/jobs/sales-executive-3,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/sales-executive-3""
  }
}
"
2026-07-24T09:29:46,Head Chef - Maltese Cuisine,head-chef-chinese-cuisine,https://outreachrecruitment.net/jobs/head-chef-chinese-cuisine,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/head-chef-chinese-cuisine""
  }
}
"
2026-07-24T09:29:46,Marketing Assistant,marketing-assistant,https://outreachrecruitment.net/jobs/marketing-assistant,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/marketing-assistant""
  }
}
"
2026-07-24T09:29:46,IT Support Executive,it-support-executive-2,https://outreachrecruitment.net/jobs/it-support-executive-2,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/it-support-executive-2""
  }
}
"
2026-07-24T09:29:46,Labourer Mechanic,labourer-mechanic,https://outreachrecruitment.net/jobs/labourer-mechanic,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/labourer-mechanic""
  }
}
"
2026-07-24T09:29:46,Electrician Installer,electrician-installer,https://outreachrecruitment.net/jobs/electrician-installer,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/electrician-installer""
  }
}
"
2026-07-24T09:29:46,Plumbers,plumbers,https://outreachrecruitment.net/jobs/plumbers,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/plumbers""
  }
}
"
2026-07-24T09:29:46,General Maintenance Technician,general-maintenance-technician,https://outreachrecruitment.net/jobs/general-maintenance-technician,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/general-maintenance-technician""
  }
}
"
2026-07-24T09:29:46,Spa Therapist,spa-therapist,https://outreachrecruitment.net/jobs/spa-therapist,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/spa-therapist""
  }
}
"
2026-07-24T09:29:46,Front Office Assistant,front-office-assistant,https://outreachrecruitment.net/jobs/front-office-assistant,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/front-office-assistant""
  }
}
"
2026-07-24T09:29:46,Kitchen Assistant - Chinese Cuisine,kitchen-assistant-chinese-cuisine,https://outreachrecruitment.net/jobs/kitchen-assistant-chinese-cuisine,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/kitchen-assistant-chinese-cuisine""
  }
}
"
2026-07-24T09:29:46,Housekeeping supervisor,housekeeping-supervisor,https://outreachrecruitment.net/jobs/housekeeping-supervisor,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/housekeeping-supervisor""
  }
}
"
2026-07-24T09:29:46,Counter assistant,counter-assistant,https://outreachrecruitment.net/jobs/counter-assistant,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/counter-assistant""
  }
}
"
2026-07-24T09:29:46,Kitchen Assistant,kitchen-assistant,https://outreachrecruitment.net/jobs/kitchen-assistant,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/kitchen-assistant""
  }
}
"
2026-07-24T09:29:46,Heavy Machine Operator,cnc-machine-operator,https://outreachrecruitment.net/jobs/cnc-machine-operator,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/cnc-machine-operator""
  }
}
"
2026-07-24T09:29:46,Building Services Maintenance Helper,building-services-maintenance-helper,https://outreachrecruitment.net/jobs/building-services-maintenance-helper,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/building-services-maintenance-helper""
  }
}
"
2026-07-24T09:29:46,Housekeeping Attendant,housekeeping-attendant,https://outreachrecruitment.net/jobs/housekeeping-attendant,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/housekeeping-attendant""
  }
}
"
2026-07-24T09:29:46,Middle Officer - (Asset Management),middle-officer-asset-management,https://outreachrecruitment.net/jobs/middle-officer-asset-management,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/middle-officer-asset-management""
  }
}
"
2026-07-24T09:29:46,Bartender & Front Office Agent,bartender-front-office-agent,https://outreachrecruitment.net/jobs/bartender-front-office-agent,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/bartender-front-office-agent""
  }
}
"
2026-07-24T09:29:46,Senior Sales & Marketing Executive - Airline Industry,senior-sales-marketing-executive-airline-industry,https://outreachrecruitment.net/jobs/senior-sales-marketing-executive-airline-industry,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/senior-sales-marketing-executive-airline-industry""
  }
}
"
2026-07-24T09:29:46,Accounts Payable,accounts-payable,https://outreachrecruitment.net/jobs/accounts-payable,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/accounts-payable""
  }
}
"
2026-07-24T09:29:46,Quantity surveyor,quantity-surveyor-2,https://outreachrecruitment.net/jobs/quantity-surveyor-2,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/quantity-surveyor-2""
  }
}
"
2026-07-24T09:29:46,Head Housekeeper,housekeeper-3,https://outreachrecruitment.net/jobs/housekeeper-3,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/housekeeper-3""
  }
}
"
2026-07-24T09:29:46,QA Manager - Construction,project-manager-construction,https://outreachrecruitment.net/jobs/project-manager-construction,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/project-manager-construction""
  }
}
"
2026-07-24T09:29:46,Quality Assurance Officer/Engineer,quality-assurance-officerengineer,https://outreachrecruitment.net/jobs/quality-assurance-officerengineer,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/quality-assurance-officerengineer""
  }
}
"
2026-07-24T09:29:46,Tax Manager,tax-manager,https://outreachrecruitment.net/jobs/tax-manager,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/tax-manager""
  }
}
"
2026-07-24T09:29:46,Client Accounting Manager,client-accountant-2,https://outreachrecruitment.net/jobs/client-accountant-2,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/client-accountant-2""
  }
}
"
2026-07-24T09:29:46,Skilled Worker for Outdoor & Civil Works,skilled-worker-for-outdoor-civil-works,https://outreachrecruitment.net/jobs/skilled-worker-for-outdoor-civil-works,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/skilled-worker-for-outdoor-civil-works""
  }
}
"
2026-07-24T09:29:46,"Airline Sales, Reservations, and Ticketing Officer",airline-sales-reservations-and-ticketing-officer,https://outreachrecruitment.net/jobs/airline-sales-reservations-and-ticketing-officer,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/airline-sales-reservations-and-ticketing-officer""
  }
}
"
2026-07-24T09:29:46,Italian/Swedish Sales Team Leader,italianswedish-retention-team-leader,https://outreachrecruitment.net/jobs/italianswedish-retention-team-leader,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/italianswedish-retention-team-leader""
  }
}
"
2026-07-24T09:29:46,Italian Media Buyer,italian-media-buyer,https://outreachrecruitment.net/jobs/italian-media-buyer,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/italian-media-buyer""
  }
}
"
2026-07-24T09:29:46,Sales Assistant Manager,sales-assistant-manager,https://outreachrecruitment.net/jobs/sales-assistant-manager,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/sales-assistant-manager""
  }
}
"
2026-07-24T09:29:46,Automotive Service Advisor,automotive-service-advisor,https://outreachrecruitment.net/jobs/automotive-service-advisor,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/automotive-service-advisor""
  }
}
"
2026-07-24T09:29:46,Construction Site Foreman,construction-site-foreman,https://outreachrecruitment.net/jobs/construction-site-foreman,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/construction-site-foreman""
  }
}
"
2026-07-24T09:29:46,High Voltage Motor Vehicle Technician,high-voltage-motor-vehicle-technician,https://outreachrecruitment.net/jobs/high-voltage-motor-vehicle-technician,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/high-voltage-motor-vehicle-technician""
  }
}
"
2026-07-24T09:29:46,Sales Engineer,sales-engineer,https://outreachrecruitment.net/jobs/sales-engineer,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/sales-engineer""
  }
}
"
2026-07-24T09:29:46,Logistics Officer,logistics-officer,https://outreachrecruitment.net/jobs/logistics-officer,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/logistics-officer""
  }
}
"
2026-07-24T09:29:46,Audit Senior Associate,audit-senior-associate,https://outreachrecruitment.net/jobs/audit-senior-associate,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/audit-senior-associate""
  }
}
"
2026-07-24T09:29:46,Assistance Coordinator (Contact Centre Agent),assistance-coordinator-contact-centre-agent,https://outreachrecruitment.net/jobs/assistance-coordinator-contact-centre-agent,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/assistance-coordinator-contact-centre-agent""
  }
}
"
2026-07-24T09:29:46,Customer Contact Centre Representative,customer-contact-centre-representative,https://outreachrecruitment.net/jobs/customer-contact-centre-representative,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/customer-contact-centre-representative""
  }
}
"
2026-07-24T09:29:46,Builders and Shutterers,builders-and-shutterers,https://outreachrecruitment.net/jobs/builders-and-shutterers,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/builders-and-shutterers""
  }
}
"
2026-07-24T09:29:46,Draughtsperson,draughtsperson,https://outreachrecruitment.net/jobs/draughtsperson,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/draughtsperson""
  }
}
"
2026-07-24T09:29:46,Assistant Laboratory Manager - Construction Materials,assistant-laboratory-manager-construction-materials,https://outreachrecruitment.net/jobs/assistant-laboratory-manager-construction-materials,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/assistant-laboratory-manager-construction-materials""
  }
}
"
2026-07-24T09:29:46,Barber,barber,https://outreachrecruitment.net/jobs/barber,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/barber""
  }
}
"
2026-07-24T09:29:46,Associate Tax Advisor,associate-tax-advisor,https://outreachrecruitment.net/jobs/associate-tax-advisor,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/associate-tax-advisor""
  }
}
"
2026-07-24T09:29:46,Delivery Persons,delivery-persons,https://outreachrecruitment.net/jobs/delivery-persons,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/delivery-persons""
  }
}
"
2026-07-24T09:29:46,Bar Attendand,bar-attendand,https://outreachrecruitment.net/jobs/bar-attendand,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/bar-attendand""
  }
}
"
2026-07-24T09:29:46,Customer Care Associate,customer-operations-associate,https://outreachrecruitment.net/jobs/customer-operations-associate,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/customer-operations-associate""
  }
}
"
2026-07-24T09:29:46,Lead Azure Infrastructure Architect,lead-azure-infrastructure-architect,https://outreachrecruitment.net/jobs/lead-azure-infrastructure-architect,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/lead-azure-infrastructure-architect""
  }
}
"
2026-07-24T09:29:46,Accounts Senior,accounts-senior-2,https://outreachrecruitment.net/jobs/accounts-senior-2,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/accounts-senior-2""
  }
}
"
2026-07-24T09:29:46,Sales Executive - Luxury Retail,sales-executive-luxury-retail,https://outreachrecruitment.net/jobs/sales-executive-luxury-retail,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/sales-executive-luxury-retail""
  }
}
"
2026-07-24T09:29:46,Bartender in Gozo,bartender-in-gozo,https://outreachrecruitment.net/jobs/bartender-in-gozo,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/bartender-in-gozo""
  }
}
"
2026-07-24T09:29:46,Bottling Operator,bottling-operator,https://outreachrecruitment.net/jobs/bottling-operator,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/bottling-operator""
  }
}
"
2026-07-24T09:29:46,Restaurant Supervisor in Gozo,restaurant-supervisor-in-gozo,https://outreachrecruitment.net/jobs/restaurant-supervisor-in-gozo,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/restaurant-supervisor-in-gozo""
  }
}
"
2026-07-24T09:29:46,Motor Vehicle Mechanic/Technician,motor-vehicle-mechanictechnician,https://outreachrecruitment.net/jobs/motor-vehicle-mechanictechnician,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/motor-vehicle-mechanictechnician""
  }
}
"
2026-07-24T09:29:46,Automotive Parts Personnel,automotive-parts-personnel,https://outreachrecruitment.net/jobs/automotive-parts-personnel,URL_DELETED,auto_close,200,True,"{
  ""urlNotificationMetadata"": {
    ""url"": ""https://outreachrecruitment.net/jobs/automotive-parts-personnel""
  }
}
"
